Themes,Modify Master Slide,1
Themes,Reset Master Slide,1
Themes,Themes Panel opened,1
Themes,Themes Skin Dialog,1
Themes:Apply Theme,Apply Custom Theme,1
Themes:Apply Theme,Apply Theme From Panel,1
Themes:Apply Theme,Browse Themes,1
Themes:Object Styles,OSM Launched,1
Themes:Objects,Insert Content Placeholder,1
Themes:Save Theme,Save As Theme,1
Themes:Save Theme,Save Theme,1
Themes:Save Theme,Set As Default Theme,1
Themes:Theme Color,Apply Theme Color Scheme,1
Themes:Theme Color,Create Theme Color Scheme,1
Themes:Theme Color,Show Theme Colors,1
TOC,TOC Created,1
ToolBar,AddSlidesTool,1
ToolBar,AdobeStockTool,1
ToolBar,CommunityHelpTool,1
ToolBar,InteractionsTool,1
ToolBar,LibraryTool,1
ToolBar,MarketTool,1
ToolBar,MediaTool,1
ToolBar,ObjectsTool,1
ToolBar,PreviewTool,1
ToolBar,PropertiesTool,1
ToolBar,PublishTool,1
ToolBar,RecordTool,1
ToolBar,SaveTool,1
ToolBar,ShapesTool,1
ToolBar,TextTool,1
Variables,Add GeoLocation Variable,1
Variables,GeoLocation Map Dialog Open,1
Video Transitions,NOVALUE,0
Video Transitions,Video transition modified duration,0
Video Transitions,Video transition modified type,0
Video Transitions,Video transition turned ON,0
Widget,Widget Inserted,1
Widget: API,Browse Custom Resource for Widget,0
